Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32362141,01/07/2016 10:34:37 PM,01/07/2016 10:47:31 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10472,1207 BEACH AVENUE,BEACH AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/08/2016 06:34:37 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2016 10:47:32 PM,09 BRONX,BRONX,1021327,241829,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83036235589997,-73.86602154214397,"(40.83036235589997, -73.86602154214397)"
32361579,01/07/2016 10:34:25 PM,01/08/2016 01:32:23 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,203 MCKINLEY AVENUE,MCKINLEY AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 06:34:25 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 01:32:23 AM,05 BROOKLYN,BROOKLYN,1020705,187156,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68030168283153,-73.86856557748432,"(40.68030168283153, -73.86856557748432)"
32362207,01/07/2016 10:34:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,,,,,MADISON AVENUE,EAST 60 STREET,INTERSECTION,NEW YORK,,N/A,Open,,,,08 MANHATTAN,MANHATTAN,992295,217702,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76421446862149,-73.97095811972308,"(40.76421446862149, -73.97095811972308)"
32363670,01/07/2016 10:33:35 PM,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11385,1703 HIMROD STREET,HIMROD STREET,,,,,ADDRESS,Ridgewood,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,05 QUEENS,QUEENS,1007931,196277,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70538009813578,-73.91458870367345,"(40.70538009813578, -73.91458870367345)"
32366339,01/07/2016 10:33:13 PM,01/08/2016 01:19:24 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10128,333 EAST 91 STREET,EAST 91 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 06:33:13 AM,The Police Department issued a summons in response to the complaint.,01/08/2016 01:19:24 AM,08 MANHATTAN,MANHATTAN,998508,223708,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.780691529019634,-73.94851689113909,"(40.780691529019634, -73.94851689113909)"
32365357,01/07/2016 10:32:04 PM,01/07/2016 11:19:00 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10029,,,,,EAST  102 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,01/08/2016 06:32:04 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2016 11:19:00 PM,11 MANHATTAN,MANHATTAN,999668,226392,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78805644526877,-73.94432217799334,"(40.78805644526877, -73.94432217799334)"
32363950,01/07/2016 10:31:34 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10455,596 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,02 BRONX,BRONX,1011239,235341,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81259122865407,-73.90250078452216,"(40.81259122865407, -73.90250078452216)"
32361025,01/07/2016 10:29:51 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,691 EAST 5 STREET,EAST 5 STREET,DITMAS AVENUE,AVENUE F,,,ADDRESS,BROOKLYN,,Precinct,Assigned,01/08/2016 06:29:51 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/07/2016 11:34:11 PM,12 BROOKLYN,BROOKLYN,991483,170684,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63516177477436,-73.97393987709825,"(40.63516177477436, -73.97393987709825)"
32363320,01/07/2016 10:29:45 PM,01/07/2016 11:35:14 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,424 GATES AVENUE,GATES AVENUE,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 06:29:45 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2016 11:35:14 PM,03 BROOKLYN,BROOKLYN,998301,189338,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6863546900614,-73.94933610965663,"(40.6863546900614, -73.94933610965663)"
32362985,01/07/2016 10:29:26 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10463,3044 KINGSBRIDGE AVENUE,KINGSBRIDGE AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,08 BRONX,BRONX,1009873,259530,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87898695183713,-73.90734309789721,"(40.87898695183713, -73.90734309789721)"
32360245,01/07/2016 10:29:00 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Beach,11694,,,,,,,,ROCKAWAY PARK,,N/A,Open,01/10/2016 10:29:00 PM,The Department of Parks and Recreation usually requires 3 days to respond to this type of complaint. Please note your Service Request number for future reference.,,14 QUEENS,QUEENS,,,Rockaway Beach Boardwalk,QUEENS,Rockaway Beach Boardwalk,Q163,,,2124080239,Beach 73 Street and Beach 109 Street,ROCKAWAY PARK,NY,11694,N,,,,,,,,,,,,,,
32366911,01/07/2016 10:28:46 PM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10473,659 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,RANDALL AVENUE,SEWARD AVENUE,,,ADDRESS,BRONX,,Precinct,Assigned,01/08/2016 06:28:46 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/07/2016 10:59:17 PM,09 BRONX,BRONX,1021863,237354,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.818077499534915,-73.86410978423703,"(40.818077499534915, -73.86410978423703)"
32360060,01/07/2016 10:27:54 PM,01/07/2016 11:39:26 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10029,,,,,EAST  102 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,01/08/2016 06:27:54 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,01/07/2016 11:39:26 PM,11 MANHATTAN,MANHATTAN,999668,226392,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78805644526877,-73.94432217799334,"(40.78805644526877, -73.94432217799334)"
32359839,01/07/2016 10:26:37 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,2090 EAST TREMONT AVENUE,EAST TREMONT AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,09 BRONX,BRONX,1023613,246058,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84195982947876,-73.8577362326777,"(40.84195982947876, -73.8577362326777)"
32362696,01/07/2016 10:26:26 PM,01/07/2016 11:33:08 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11213,1285 ST JOHNS PLACE,ST JOHNS PLACE,TROY AVENUE,SCHENECTADY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 06:26:26 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2016 11:33:08 PM,08 BROOKLYN,BROOKLYN,1002127,183689,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.670842567107634,-73.93555563656233,"(40.670842567107634, -73.93555563656233)"
32361615,01/07/2016 10:26:15 PM,01/07/2016 11:25:43 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,1371 COLLEGE AVENUE,COLLEGE AVENUE,EAST 169 STREET,EAST 170 STREET,,,ADDRESS,BRONX,,Precinct,Closed,01/08/2016 06:26:15 AM,The Police Department issued a summons in response to the complaint.,01/07/2016 11:25:43 PM,04 BRONX,BRONX,1008852,244115,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83668032369084,-73.9110917734086,"(40.83668032369084, -73.9110917734086)"
32360273,01/07/2016 10:26:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11422,241-15 132 AVENUE,132 AVENUE,BROOKVILLE BLVD,242 ST,,,ADDRESS,Rosedale,,N/A,Open,,,,13 QUEENS,QUEENS,1058897,185809,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.676364810165666,-73.73088416062696,"(40.676364810165666, -73.73088416062696)"
32362543,01/07/2016 10:25:56 PM,01/07/2016 10:26:55 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
32364106,01/07/2016 10:25:44 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11205,210 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,02 BROOKLYN,BROOKLYN,993484,191535,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69239128557783,-73.96670182160744,"(40.69239128557783, -73.96670182160744)"
32363132,01/07/2016 10:25:18 PM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11229,2115 EAST 26 STREET,EAST 26 STREET,AVENUE U,GRAVESEND NECK ROAD,,,ADDRESS,BROOKLYN,,Precinct,Assigned,01/08/2016 06:25:18 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 01:59:58 AM,15 BROOKLYN,BROOKLYN,999368,157695,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59949972303287,-73.94555972214408,"(40.59949972303287, -73.94555972214408)"
32359177,01/07/2016 10:24:10 PM,01/07/2016 11:50:53 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11221,1013 PUTNAM AVENUE,PUTNAM AVENUE,HOWARD AVENUE,BROADWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 06:24:10 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/07/2016 11:50:53 PM,03 BROOKLYN,BROOKLYN,1006339,189744,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68745265640268,-73.92035206084482,"(40.68745265640268, -73.92035206084482)"
32361222,01/07/2016 10:24:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10004,3 HANOVER SQUARE,HANOVER SQUARE,STONE ST,HANOVER ST,,,ADDRESS,NEW YORK,,N/A,Open,,,,01 MANHATTAN,MANHATTAN,981581,196059,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.704813025329386,-74.00962631540268,"(40.704813025329386, -74.00962631540268)"
32360049,01/07/2016 10:23:30 PM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11433,171-41 104 AVENUE,104 AVENUE,171 STREET,172 STREET,,,ADDRESS,JAMAICA,,Precinct,Assigned,01/08/2016 06:23:30 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 12:44:39 AM,12 QUEENS,QUEENS,1043558,195341,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.702643935549155,-73.78609984860316,"(40.702643935549155, -73.78609984860316)"
32364072,01/07/2016 10:22:51 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11223,1741 OCEAN PARKWAY,OCEAN PARKWAY,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,15 BROOKLYN,BROOKLYN,993398,160133,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.606199709810596,-73.96705452965197,"(40.606199709810596, -73.96705452965197)"
32366012,01/07/2016 10:22:34 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11692,436 BEACH   64 STREET,BEACH   64 STREET,,,,,ADDRESS,Arverne,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,14 QUEENS,QUEENS,1041645,155708,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59387286812171,-73.79333647664309,"(40.59387286812171, -73.79333647664309)"
32362950,01/07/2016 10:22:30 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11224,,,,,,,,BROOKLYN,,N/A,Open,01/21/2016 10:22:30 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,13 BROOKLYN,BROOKLYN,,,Kaiser Park,BROOKLYN,Kaiser Park,B129,,,7189658900,"Neptune and Bayview Avenues, West 24th to 32nd Streets, Gravesend Bay",BROOKLYN,NY,11224,N,,,,,,,,,,,,,,
32365277,01/07/2016 10:22:18 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,2336 VALENTINE AVENUE,VALENTINE AVENUE,EAST 183 STREET,EAST 184 STREET,,,ADDRESS,BRONX,,Precinct,Open,01/08/2016 06:22:18 AM,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,05 BRONX,BRONX,1012536,251816,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85780625453075,-73.89774583108937,"(40.85780625453075, -73.89774583108937)"
32362226,01/07/2016 10:22:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11224,,,,,SURF AVENUE,WEST 30 STREET,INTERSECTION,BROOKLYN,,N/A,Open,,,,13 BROOKLYN,BROOKLYN,985372,147958,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5727864192543,-73.9959612673881,"(40.5727864192543, -73.9959612673881)"
32366204,01/07/2016 10:21:44 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453,1966 DR M L KING JR BOULEVARD,DR M L KING JR BOULEVARD,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,05 BRONX,BRONX,1008418,250142,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8532238599942,-73.91263846622338,"(40.8532238599942, -73.91263846622338)"
32362923,01/07/2016 10:21:41 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11377,72-10 41 AVENUE,41 AVENUE,,,,,ADDRESS,Woodside,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,04 QUEENS,QUEENS,1013908,210718,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74499909172425,-73.89296757512533,"(40.74499909172425, -73.89296757512533)"
32366161,01/07/2016 10:21:33 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039,304 WEST  147 STREET,WEST  147 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,1000537,239561,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82420015154935,-73.94115207863088,"(40.82420015154935, -73.94115207863088)"
32362255,01/07/2016 10:21:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Private Carting Noise (NQ1),,10017,255 EAST   44 STREET,EAST   44 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,N/A,Open,,,,06 MANHATTAN,MANHATTAN,991925,213094,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75156701536382,-73.97229905378838,"(40.75156701536382, -73.97229905378838)"
32360248,01/07/2016 10:21:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,1044 229 ST E,229 ST E,LACONIA AVE,PAULDING AVE,,,ADDRESS,,,N/A,Open,,,,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32362035,01/07/2016 10:20:34 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11229,1227 AVENUE V,AVENUE V,EAST 12 STREET,HOMECREST AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Assigned,01/08/2016 06:20:34 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 01:59:59 AM,15 BROOKLYN,BROOKLYN,995655,156563,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59639816814019,-73.95893223234559,"(40.59639816814019, -73.95893223234559)"
32366148,01/07/2016 10:19:28 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039,304 WEST  147 STREET,WEST  147 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,1000537,239561,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82420015154935,-73.94115207863088,"(40.82420015154935, -73.94115207863088)"
32364306,01/07/2016 10:19:00 PM,,DSNY,Queens East 10,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11417,107-56 88 STREET,88 STREET,107 AVENUE,SUTTER AVENUE,,,ADDRESS,Ozone Park,,N/A,Open,,,,10 QUEENS,QUEENS,1025965,186223,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67771758746572,-73.8496070463376,"(40.67771758746572, -73.8496070463376)"
32366320,01/07/2016 10:18:34 PM,01/08/2016 02:27:38 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,62-10 62 AVENUE,62 AVENUE,62 STREET,64 STREET,,,ADDRESS,MIDDLE VILLAGE,,Precinct,Closed,01/08/2016 06:18:34 AM,The Police Department issued a summons in response to the complaint.,01/07/2016 10:34:32 PM,05 QUEENS,QUEENS,1012141,199449,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71407421157029,-73.89939118530347,"(40.71407421157029, -73.89939118530347)"
32362582,01/07/2016 10:18:20 PM,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11216,419 GATES AVENUE,GATES AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,03 BROOKLYN,BROOKLYN,998031,189303,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68625904759671,-73.95030972387005,"(40.68625904759671, -73.95030972387005)"
32359241,01/07/2016 10:18:20 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11229,1860 EAST   12 STREET,EAST   12 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,15 BROOKLYN,BROOKLYN,995180,159377,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.604122625488806,-73.96063808572825,"(40.604122625488806, -73.96063808572825)"
32365167,01/07/2016 10:18:19 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11229,1860 EAST   12 STREET,EAST   12 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,15 BROOKLYN,BROOKLYN,995180,159377,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.604122625488806,-73.96063808572825,"(40.604122625488806, -73.96063808572825)"
32361440,01/07/2016 10:18:13 PM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,11238,560 VANDERBILT AVENUE,VANDERBILT AVENUE,DEAN STREET,BERGEN STREET,,,ADDRESS,BROOKLYN,,N/A,Open,01/21/2016 10:18:13 PM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,08 BROOKLYN,BROOKLYN,993103,186969,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.679859050757955,-73.96808172243787,"(40.679859050757955, -73.96808172243787)"
32359165,01/07/2016 10:18:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10011,,,,,SULLIVAN STREET,WASHINGTON SQUARE SOUTH,INTERSECTION,NEW YORK,,N/A,Open,,,,02 MANHATTAN,MANHATTAN,984571,205479,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.730669060540954,-73.99884179609624,"(40.730669060540954, -73.99884179609624)"
